IMAGE NAME,COUNT,prompt,day
radish_p2_d1_L1_315.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L1_330.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L1_345.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L2_0.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L2_15.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L2_30.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L2_45.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L2_60.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L2_75.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L2_90.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L2_105.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L2_120.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L2_135.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L2_150.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L2_165.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L2_180.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L2_195.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L2_210.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L2_225.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L2_240.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L2_255.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L2_270.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L2_285.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L2_300.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L2_315.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L2_330.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L2_345.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L3_0.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L3_15.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L3_30.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L3_45.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L3_60.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L3_75.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L3_90.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L3_105.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L3_120.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L3_135.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L3_150.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L3_165.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L3_180.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L3_195.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L3_210.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L3_225.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L3_240.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L3_255.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L3_270.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L3_285.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L3_300.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L3_315.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L3_330.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L3_345.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L4_0.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L4_15.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L4_30.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L4_45.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L4_60.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L4_75.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L4_90.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L4_105.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L4_120.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L4_135.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L4_150.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L4_165.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L4_180.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L4_195.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L4_210.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L4_225.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L4_240.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L4_255.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L4_270.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L4_285.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L4_300.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L4_315.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L4_330.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L4_345.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L5_0.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L5_15.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L5_30.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L5_45.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L5_60.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L5_75.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L5_90.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L5_105.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L5_120.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L5_135.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L5_150.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L5_165.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L5_180.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L5_195.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L5_210.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L5_225.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L5_240.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L5_255.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L5_270.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L5_285.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L5_300.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L5_315.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L5_330.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
radish_p2_d1_L5_345.png,2.0,A radish plant with 2.0 leaves growing in soil at day 1.0,1.0
DAY 2,,A radish plant with nan leaves growing in soil at day nan,
radish_p2_d2_L1_0.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L1_15.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L1_30.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L1_45.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L1_60.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L1_75.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L1_90.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L1_105.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L1_120.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L1_135.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L1_150.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L1_165.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L1_180.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L1_195.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L1_210.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L1_225.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L1_240.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L1_255.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L1_270.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L1_285.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L1_300.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L1_315.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L1_330.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L1_345.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L2_0.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L2_15.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L2_30.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L2_45.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L2_60.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L2_75.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L2_90.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L2_105.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L2_120.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L2_135.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L2_150.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L2_165.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L2_180.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L2_195.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L2_210.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L2_225.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L2_240.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L2_255.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L2_270.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L2_285.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L2_300.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L2_315.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L2_330.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L2_345.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L3_0.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L3_15.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L3_30.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L3_45.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L3_60.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L3_75.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L3_90.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L3_105.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L3_120.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L3_135.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L3_150.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L3_165.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L3_180.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L3_195.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L3_210.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L3_225.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L3_240.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L3_255.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L3_270.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L3_285.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L3_300.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L3_315.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L3_330.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L3_345.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L4_0.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L4_15.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L4_30.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L4_45.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L4_60.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L4_75.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L4_90.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L4_105.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L4_120.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L4_135.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L4_150.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L4_165.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L4_180.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L4_195.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L4_210.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L4_225.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L4_240.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L4_255.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L4_270.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L4_285.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L4_300.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L4_315.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L4_330.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L4_345.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L5_0.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L5_15.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L5_30.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L5_45.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L5_60.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L5_75.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L5_90.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L5_105.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L5_120.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L5_135.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L5_150.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L5_165.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L5_180.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L5_195.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L5_210.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L5_225.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L5_240.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L5_255.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L5_270.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L5_285.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L5_300.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L5_315.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L5_330.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
radish_p2_d2_L5_345.png,2.0,A radish plant with 2.0 leaves growing in soil at day 2.0,2.0
DAY3,,A radish plant with nan leaves growing in soil at day nan,
radish_p2_d3_L1_0.png,3.0,A radish plant with 3.0 leaves growing in soil at day 3.0,3.0
radish_p2_d3_L1_15.png,3.0,A radish plant with 3.0 leaves growing in soil at day 3.0,3.0
radish_p2_d3_L1_30.png,3.0,A radish plant with 3.0 leaves growing in soil at day 3.0,3.0
radish_p2_d3_L1_45.png,3.0,A radish plant with 3.0 leaves growing in soil at day 3.0,3.0
radish_p2_d3_L1_60.png,3.0,A radish plant with 3.0 leaves growing in soil at day 3.0,3.0
radish_p2_d3_L1_75.png,3.0,A radish plant with 3.0 leaves growing in soil at day 3.0,3.0
radish_p2_d3_L1_90.png,3.0,A radish plant with 3.0 leaves growing in soil at day 3.0,3.0
radish_p2_d3_L1_105.png,3.0,A radish plant with 3.0 leaves growing in soil at day 3.0,3.0
radish_p2_d3_L1_120.png,3.0,A radish plant with 3.0 leaves growing in soil at day 3.0,3.0
radish_p2_d3_L1_135.png,3.0,A radish plant with 3.0 leaves growing in soil at day 3.0,3.0
radish_p2_d3_L1_150.png,3.0,A radish plant with 3.0 leaves growing in soil at day 3.0,3.0
radish_p2_d3_L1_165.png,3.0,A radish plant with 3.0 leaves growing in soil at day 3.0,3.0
radish_p2_d3_L1_180.png,3.0,A radish plant with 3.0 leaves growing in soil at day 3.0,3.0
radish_p2_d3_L1_195.png,3.0,A radish plant with 3.0 leaves growing in soil at day 3.0,3.0
radish_p2_d3_L1_210.png,3.0,A radish plant with 3.0 leaves growing in soil at day 3.0,3.0
radish_p2_d3_L1_225.png,3.0,A radish plant with 3.0 leaves growing in soil at day 3.0,3.0
radish_p2_d3_L1_240.png,3.0,A radish plant with 3.0 leaves growing in soil at day 3.0,3.0
radish_p2_d3_L1_255.png,3.0,A radish plant with 3.0 leaves growing in soil at day 3.0,3.0
radish_p2_d3_L1_270.png,3.0,A radish plant with 3.0 leaves growing in soil at day 3.0,3.0
radish_p2_d3_L1_285.png,3.0,A radish plant with 3.0 leaves growing in soil at day 3.0,3.0
radish_p2_d3_L1_300.png,3.0,A radish plant with 3.0 leaves growing in soil at day 3.0,3.0
radish_p2_d3_L1_315.png,3.0,A radish plant with 3.0 leaves growing in soil at day 3.0,3.0
radish_p2_d3_L1_330.png,3.0,A radish plant with 3.0 leaves growing in soil at day 3.0,3.0
radish_p2_d3_L1_345.png,3.0,A radish plant with 3.0 leaves growing in soil at day 3.0,3.0
radish_p2_d3_L2_0.png,3.0,A radish plant with 3.0 leaves growing in soil at day 3.0,3.0
radish_p2_d3_L2_15.png,3.0,A radish plant with 3.0 leaves growing in soil at day 3.0,3.0
radish_p2_d3_L2_30.png,3.0,A radish plant with 3.0 leaves growing in soil at day 3.0,3.0
radish_p2_d3_L2_45.png,3.0,A radish plant with 3.0 leaves growing in soil at day 3.0,3.0
radish_p2_d3_L2_60.png,3.0,A radish plant with 3.0 leaves growing in soil at day 3.0,3.0
radish_p2_d3_L2_75.png,3.0,A radish plant with 3.0 leaves growing in soil at day 3.0,3.0
radish_p2_d3_L2_90.png,3.0,A radish plant with 3.0 leaves growing in soil at day 3.0,3.0
radish_p2_d3_L2_105.png,3.0,A radish plant with 3.0 leaves growing in soil at day 3.0,3.0
radish_p2_d3_L2_120.png,3.0,A radish plant with 3.0 leaves growing in soil at day 3.0,3.0
radish_p2_d3_L2_135.png,3.0,A radish plant with 3.0 leaves growing in soil at day 3.0,3.0
radish_p2_d3_L2_150.png,3.0,A radish plant with 3.0 leaves growing in soil at day 3.0,3.0
radish_p2_d3_L2_165.png,3.0,A radish plant with 3.0 leaves growing in soil at day 3.0,3.0
radish_p2_d3_L2_180.png,3.0,A radish plant with 3.0 leaves growing in soil at day 3.0,3.0
radish_p2_d3_L2_195.png,3.0,A radish plant with 3.0 leaves growing in soil at day 3.0,3.0
